periodo;ars;indicador;valor;unidade;id
2022-04-30;ARS Norte;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);69.65361;minuto;2022-04-30/ARS Norte/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-30;ARS Alentejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;49.54128;epis. urg./100.000 resid.;2022-04-30/ARS Alentejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-30;ARS Centro;Taxa diária de atendimentos urgentes com prioridade verde ou azul;39.63182;epis. urg./100.000 resid.;2022-04-30/ARS Centro/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-30;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com internamento;8.727489;%;2022-04-30/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência com internamento (%)
2022-04-30;ARS Alentejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);39.0;minuto;2022-04-30/ARS Alentejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-30;ARS Centro;Taxa diária de atendimentos urgentes com internamento;9.448224;%;2022-04-30/ARS Centro/Taxa diária de episódios de urgência com internamento (%)
2022-04-30;ARS Centro;Número estimado de episódios de urgência;2991.0;episódio urgência;2022-04-30/ARS Centro/Número estimado de episódios de urgência
2022-04-30;ARS Alentejo;Taxa diária de atendimentos urgentes com internamento;9.94575;%;2022-04-30/ARS Alentejo/Taxa diária de episódios de urgência com internamento (%)
2022-04-30;Portugal Continental;Taxa diária de atendimentos urgentes com prioridade verde ou azul;44.02746;epis. urg./100.000 resid.;2022-04-30/Portugal Continental/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-30;Portugal Continental;Número estimado de episódios de urgência;16595.0;episódio urgência;2022-04-30/Portugal Continental/Número estimado de episódios de urgência
2022-04-30;ARS Lisboa e Vale do Tejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);82.26754;minuto;2022-04-30/ARS Lisboa e Vale do Tejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-29;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;46.98837;epis. urg./100.000 resid.;2022-04-29/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-29;ARS Norte;Número estimado de episódios de urgência;6574.0;episódio urgência;2022-04-29/ARS Norte/Número estimado de episódios de urgência
2022-04-29;ARS Algarve;Taxa diária de atendimentos urgentes com prioridade verde ou azul;50.05637;epis. urg./100.000 resid.;2022-04-29/ARS Algarve/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-29;Portugal Continental;Taxa diária de atendimentos urgentes com prioridade verde ou azul;43.12664;epis. urg./100.000 resid.;2022-04-29/Portugal Continental/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-29;ARS Centro;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);65.89455;minuto;2022-04-29/ARS Centro/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-29;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com internamento;8.911074;%;2022-04-29/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência com internamento (%)
2022-04-29;ARS Lisboa e Vale do Tejo;Número estimado de episódios de urgência;6055.0;episódio urgência;2022-04-29/ARS Lisboa e Vale do Tejo/Número estimado de episódios de urgência
2022-04-29;ARS Alentejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;44.62428;epis. urg./100.000 resid.;2022-04-29/ARS Alentejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-29;ARS Lisboa e Vale do Tejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);96.30283;minuto;2022-04-29/ARS Lisboa e Vale do Tejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-29;ARS Alentejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);48.57983;minuto;2022-04-29/ARS Alentejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-29;ARS Algarve;Taxa diária de atendimentos urgentes com internamento;6.808511;%;2022-04-29/ARS Algarve/Taxa diária de episódios de urgência com internamento (%)
2022-04-29;ARS Centro;Taxa diária de atendimentos urgentes com internamento;8.441559;%;2022-04-29/ARS Centro/Taxa diária de episódios de urgência com internamento (%)
2022-04-29;ARS Centro;Número estimado de episódios de urgência;3341.0;episódio urgência;2022-04-29/ARS Centro/Número estimado de episódios de urgência
2022-04-29;Portugal Continental;Número estimado de episódios de urgência;17847.0;episódio urgência;2022-04-29/Portugal Continental/Número estimado de episódios de urgência
2022-04-29;ARS Norte;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);64.5966;minuto;2022-04-29/ARS Norte/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-29;ARS Centro;Taxa diária de atendimentos urgentes com prioridade verde ou azul;40.57926;epis. urg./100.000 resid.;2022-04-29/ARS Centro/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-29;ARS Alentejo;Taxa diária de atendimentos urgentes com internamento;8.641975;%;2022-04-29/ARS Alentejo/Taxa diária de episódios de urgência com internamento (%)
2022-04-29;ARS Alentejo;Número estimado de episódios de urgência;990.0;episódio urgência;2022-04-29/ARS Alentejo/Número estimado de episódios de urgência
2022-04-29;ARS Algarve;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);56.68764;minuto;2022-04-29/ARS Algarve/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-29;ARS Algarve;Número estimado de episódios de urgência;887.0;episódio urgência;2022-04-29/ARS Algarve/Número estimado de episódios de urgência
2022-04-29;Portugal Continental;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);73.42453;minuto;2022-04-29/Portugal Continental/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-29;ARS Norte;Taxa diária de atendimentos urgentes com internamento;8.331853;%;2022-04-29/ARS Norte/Taxa diária de episódios de urgência com internamento (%)
2022-04-29;Portugal Continental;Taxa diária de atendimentos urgentes com internamento;8.499606;%;2022-04-29/Portugal Continental/Taxa diária de episódios de urgência com internamento (%)
2022-04-29;ARS Norte;Taxa diária de atendimentos urgentes com prioridade verde ou azul;39.58882;epis. urg./100.000 resid.;2022-04-29/ARS Norte/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-28;ARS Algarve;Taxa diária de atendimentos urgentes com internamento;10.42471;%;2022-04-28/ARS Algarve/Taxa diária de episódios de urgência com internamento (%)
2022-04-28;Portugal Continental;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);73.17066;minuto;2022-04-28/Portugal Continental/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-28;Portugal Continental;Taxa diária de atendimentos urgentes com internamento;8.472859;%;2022-04-28/Portugal Continental/Taxa diária de episódios de urgência com internamento (%)
2022-04-28;ARS Lisboa e Vale do Tejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);104.0481;minuto;2022-04-28/ARS Lisboa e Vale do Tejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-28;ARS Norte;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);58.34222;minuto;2022-04-28/ARS Norte/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-28;ARS Algarve;Taxa diária de atendimentos urgentes com prioridade verde ou azul;48.55825;epis. urg./100.000 resid.;2022-04-28/ARS Algarve/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-28;ARS Alentejo;Taxa diária de atendimentos urgentes com internamento;9.324759;%;2022-04-28/ARS Alentejo/Taxa diária de episódios de urgência com internamento (%)
2022-04-28;ARS Algarve;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);57.08413;minuto;2022-04-28/ARS Algarve/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-28;Portugal Continental;Número estimado de episódios de urgência;18797.0;episódio urgência;2022-04-28/Portugal Continental/Número estimado de episódios de urgência
2022-04-28;ARS Centro;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);63.0687;minuto;2022-04-28/ARS Centro/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-28;ARS Centro;Número estimado de episódios de urgência;3475.0;episódio urgência;2022-04-28/ARS Centro/Número estimado de episódios de urgência
2022-04-28;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;50.46643;epis. urg./100.000 resid.;2022-04-28/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-28;ARS Lisboa e Vale do Tejo;Número estimado de episódios de urgência;6536.0;episódio urgência;2022-04-28/ARS Lisboa e Vale do Tejo/Número estimado de episódios de urgência
2022-04-28;ARS Algarve;Número estimado de episódios de urgência;867.0;episódio urgência;2022-04-28/ARS Algarve/Número estimado de episódios de urgência
2022-04-28;ARS Norte;Taxa diária de atendimentos urgentes com internamento;8.127335;%;2022-04-28/ARS Norte/Taxa diária de episódios de urgência com internamento (%)
2022-04-28;ARS Norte;Número estimado de episódios de urgência;6836.0;episódio urgência;2022-04-28/ARS Norte/Número estimado de episódios de urgência
2022-04-28;ARS Centro;Taxa diária de atendimentos urgentes com internamento;8.0316;%;2022-04-28/ARS Centro/Taxa diária de episódios de urgência com internamento (%)
2022-04-28;Portugal Continental;Taxa diária de atendimentos urgentes com prioridade verde ou azul;45.61739;epis. urg./100.000 resid.;2022-04-28/Portugal Continental/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-28;ARS Alentejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;46.22425;epis. urg./100.000 resid.;2022-04-28/ARS Alentejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-28;ARS Alentejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);52.78261;minuto;2022-04-28/ARS Alentejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-28;ARS Norte;Taxa diária de atendimentos urgentes com prioridade verde ou azul;43.19135;epis. urg./100.000 resid.;2022-04-28/ARS Norte/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-28;ARS Centro;Taxa diária de atendimentos urgentes com prioridade verde ou azul;41.26272;epis. urg./100.000 resid.;2022-04-28/ARS Centro/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-28;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com internamento;8.820595;%;2022-04-28/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência com internamento (%)
2022-04-28;ARS Alentejo;Número estimado de episódios de urgência;1083.0;episódio urgência;2022-04-28/ARS Alentejo/Número estimado de episódios de urgência
2022-04-27;ARS Norte;Taxa diária de atendimentos urgentes com internamento;7.914764;%;2022-04-27/ARS Norte/Taxa diária de episódios de urgência com internamento (%)
2022-04-27;ARS Alentejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);51.3;minuto;2022-04-27/ARS Alentejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-27;ARS Centro;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);73.28848;minuto;2022-04-27/ARS Centro/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-27;ARS Alentejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;46.9657;epis. urg./100.000 resid.;2022-04-27/ARS Alentejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-27;ARS Norte;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);69.15953;minuto;2022-04-27/ARS Norte/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-27;ARS Alentejo;Taxa diária de atendimentos urgentes com internamento;8.433735;%;2022-04-27/ARS Alentejo/Taxa diária de episódios de urgência com internamento (%)
2022-04-27;ARS Norte;Taxa diária de atendimentos urgentes com prioridade verde ou azul;43.89788;epis. urg./100.000 resid.;2022-04-27/ARS Norte/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-27;Portugal Continental;Taxa diária de atendimentos urgentes com internamento;8.386976;%;2022-04-27/Portugal Continental/Taxa diária de episódios de urgência com internamento (%)
2022-04-27;ARS Norte;Número estimado de episódios de urgência;6964.0;episódio urgência;2022-04-27/ARS Norte/Número estimado de episódios de urgência
2022-04-27;ARS Lisboa e Vale do Tejo;Número estimado de episódios de urgência;6519.0;episódio urgência;2022-04-27/ARS Lisboa e Vale do Tejo/Número estimado de episódios de urgência
2022-04-27;ARS Lisboa e Vale do Tejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);108.7555;minuto;2022-04-27/ARS Lisboa e Vale do Tejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-27;ARS Alentejo;Número estimado de episódios de urgência;954.0;episódio urgência;2022-04-27/ARS Alentejo/Número estimado de episódios de urgência
2022-04-27;ARS Algarve;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);60.0;minuto;2022-04-27/ARS Algarve/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-27;ARS Algarve;Número estimado de episódios de urgência;986.0;episódio urgência;2022-04-27/ARS Algarve/Número estimado de episódios de urgência
2022-04-27;ARS Algarve;Taxa diária de atendimentos urgentes com prioridade verde ou azul;50.30426;epis. urg./100.000 resid.;2022-04-27/ARS Algarve/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-27;ARS Centro;Taxa diária de atendimentos urgentes com prioridade verde ou azul;38.24442;epis. urg./100.000 resid.;2022-04-27/ARS Centro/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-27;Portugal Continental;Taxa diária de atendimentos urgentes com prioridade verde ou azul;45.54574;epis. urg./100.000 resid.;2022-04-27/Portugal Continental/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-27;ARS Centro;Taxa diária de atendimentos urgentes com internamento;8.955717;%;2022-04-27/ARS Centro/Taxa diária de episódios de urgência com internamento (%)
2022-04-27;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;50.1544;epis. urg./100.000 resid.;2022-04-27/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-27;Portugal Continental;Número estimado de episódios de urgência;18787.0;episódio urgência;2022-04-27/Portugal Continental/Número estimado de episódios de urgência
2022-04-27;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com internamento;8.619188;%;2022-04-27/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência com internamento (%)
2022-04-27;ARS Centro;Número estimado de episódios de urgência;3364.0;episódio urgência;2022-04-27/ARS Centro/Número estimado de episódios de urgência
2022-04-27;ARS Algarve;Taxa diária de atendimentos urgentes com internamento;7.99458;%;2022-04-27/ARS Algarve/Taxa diária de episódios de urgência com internamento (%)
2022-04-27;Portugal Continental;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);81.94638;minuto;2022-04-27/Portugal Continental/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-26;ARS Centro;Taxa diária de atendimentos urgentes com prioridade verde ou azul;39.70717;epis. urg./100.000 resid.;2022-04-26/ARS Centro/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-26;Portugal Continental;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);68.72079;minuto;2022-04-26/Portugal Continental/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-26;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com internamento;7.251717;%;2022-04-26/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência com internamento (%)
2022-04-26;Portugal Continental;Taxa diária de atendimentos urgentes com prioridade verde ou azul;46.32602;epis. urg./100.000 resid.;2022-04-26/Portugal Continental/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-26;ARS Alentejo;Taxa diária de atendimentos urgentes com internamento;12.99694;%;2022-04-26/ARS Alentejo/Taxa diária de episódios de urgência com internamento (%)
2022-04-26;ARS Alentejo;Número estimado de episódios de urgência;1080.0;episódio urgência;2022-04-26/ARS Alentejo/Número estimado de episódios de urgência
2022-04-26;ARS Algarve;Taxa diária de atendimentos urgentes com prioridade verde ou azul;47.03476;epis. urg./100.000 resid.;2022-04-26/ARS Algarve/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-26;ARS Centro;Taxa diária de atendimentos urgentes com internamento;8.835947;%;2022-04-26/ARS Centro/Taxa diária de episódios de urgência com internamento (%)
2022-04-26;ARS Algarve;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);67.99172;minuto;2022-04-26/ARS Algarve/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-26;Portugal Continental;Taxa diária de atendimentos urgentes com internamento;7.650175;%;2022-04-26/Portugal Continental/Taxa diária de episódios de urgência com internamento (%)
2022-04-26;ARS Norte;Taxa diária de atendimentos urgentes com internamento;6.898305;%;2022-04-26/ARS Norte/Taxa diária de episódios de urgência com internamento (%)
2022-04-26;ARS Algarve;Taxa diária de atendimentos urgentes com internamento;6.856404;%;2022-04-26/ARS Algarve/Taxa diária de episódios de urgência com internamento (%)
2022-04-26;ARS Norte;Taxa diária de atendimentos urgentes com prioridade verde ou azul;46.12496;epis. urg./100.000 resid.;2022-04-26/ARS Norte/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-26;ARS Centro;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);74.54164;minuto;2022-04-26/ARS Centro/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-26;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;49.49622;epis. urg./100.000 resid.;2022-04-26/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-26;ARS Norte;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);57.05677;minuto;2022-04-26/ARS Norte/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-26;Portugal Continental;Número estimado de episódios de urgência;19687.0;episódio urgência;2022-04-26/Portugal Continental/Número estimado de episódios de urgência
2022-04-26;ARS Alentejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);37.11465;minuto;2022-04-26/ARS Alentejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-26;ARS Algarve;Número estimado de episódios de urgência;978.0;episódio urgência;2022-04-26/ARS Algarve/Número estimado de episódios de urgência
2022-04-26;ARS Lisboa e Vale do Tejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);83.53041;minuto;2022-04-26/ARS Lisboa e Vale do Tejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-26;ARS Alentejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;49.72678;epis. urg./100.000 resid.;2022-04-26/ARS Alentejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-26;ARS Norte;Número estimado de episódios de urgência;7273.0;episódio urgência;2022-04-26/ARS Norte/Número estimado de episódios de urgência
2022-04-26;ARS Centro;Número estimado de episódios de urgência;3574.0;episódio urgência;2022-04-26/ARS Centro/Número estimado de episódios de urgência
2022-04-26;ARS Lisboa e Vale do Tejo;Número estimado de episódios de urgência;6782.0;episódio urgência;2022-04-26/ARS Lisboa e Vale do Tejo/Número estimado de episódios de urgência
2022-04-25;Portugal Continental;Taxa diária de atendimentos urgentes com prioridade verde ou azul;46.41519;epis. urg./100.000 resid.;2022-04-25/Portugal Continental/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-25;ARS Lisboa e Vale do Tejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);72.96339;minuto;2022-04-25/ARS Lisboa e Vale do Tejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-25;ARS Centro;Número estimado de episódios de urgência;3112.0;episódio urgência;2022-04-25/ARS Centro/Número estimado de episódios de urgência
2022-04-25;ARS Alentejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);38.55044;minuto;2022-04-25/ARS Alentejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-25;ARS Norte;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);50.3898;minuto;2022-04-25/ARS Norte/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-25;ARS Algarve;Taxa diária de atendimentos urgentes com prioridade verde ou azul;45.62044;epis. urg./100.000 resid.;2022-04-25/ARS Algarve/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-25;ARS Centro;Taxa diária de atendimentos urgentes com prioridade verde ou azul;40.70081;epis. urg./100.000 resid.;2022-04-25/ARS Centro/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-25;ARS Alentejo;Taxa diária de atendimentos urgentes com internamento;10.44304;%;2022-04-25/ARS Alentejo/Taxa diária de episódios de urgência com internamento (%)
2022-04-25;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;52.49224;epis. urg./100.000 resid.;2022-04-25/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-25;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com internamento;7.489994;%;2022-04-25/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência com internamento (%)
2022-04-25;ARS Centro;Taxa diária de atendimentos urgentes com internamento;6.811895;%;2022-04-25/ARS Centro/Taxa diária de episódios de urgência com internamento (%)
2022-04-25;Portugal Continental;Número estimado de episódios de urgência;17220.0;episódio urgência;2022-04-25/Portugal Continental/Número estimado de episódios de urgência
2022-04-25;ARS Norte;Taxa diária de atendimentos urgentes com prioridade verde ou azul;43.63544;epis. urg./100.000 resid.;2022-04-25/ARS Norte/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-25;ARS Algarve;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);57.50851;minuto;2022-04-25/ARS Algarve/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-25;Portugal Continental;Taxa diária de atendimentos urgentes com internamento;7.72718;%;2022-04-25/Portugal Continental/Taxa diária de episódios de urgência com internamento (%)
2022-04-25;ARS Norte;Taxa diária de atendimentos urgentes com internamento;8.120958;%;2022-04-25/ARS Norte/Taxa diária de episódios de urgência com internamento (%)
2022-04-25;ARS Norte;Número estimado de episódios de urgência;6392.0;episódio urgência;2022-04-25/ARS Norte/Número estimado de episódios de urgência
2022-04-25;Portugal Continental;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);59.29695;minuto;2022-04-25/Portugal Continental/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-25;ARS Alentejo;Número estimado de episódios de urgência;985.0;episódio urgência;2022-04-25/ARS Alentejo/Número estimado de episódios de urgência
2022-04-25;ARS Centro;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);61.35003;minuto;2022-04-25/ARS Centro/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-25;ARS Lisboa e Vale do Tejo;Número estimado de episódios de urgência;5909.0;episódio urgência;2022-04-25/ARS Lisboa e Vale do Tejo/Número estimado de episódios de urgência
2022-04-25;ARS Algarve;Taxa diária de atendimentos urgentes com internamento;7.866667;%;2022-04-25/ARS Algarve/Taxa diária de episódios de urgência com internamento (%)
2022-04-25;ARS Algarve;Número estimado de episódios de urgência;822.0;episódio urgência;2022-04-25/ARS Algarve/Número estimado de episódios de urgência
2022-04-25;ARS Alentejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;47.24502;epis. urg./100.000 resid.;2022-04-25/ARS Alentejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-24;ARS Norte;Número estimado de episódios de urgência;5780.0;episódio urgência;2022-04-24/ARS Norte/Número estimado de episódios de urgência
2022-04-24;ARS Alentejo;Taxa diária de atendimentos urgentes com internamento;10.91314;%;2022-04-24/ARS Alentejo/Taxa diária de episódios de urgência com internamento (%)
2022-04-24;ARS Algarve;Número estimado de episódios de urgência;796.0;episódio urgência;2022-04-24/ARS Algarve/Número estimado de episódios de urgência
2022-04-24;ARS Centro;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);54.13965;minuto;2022-04-24/ARS Centro/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-24;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;48.2961;epis. urg./100.000 resid.;2022-04-24/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2022-04-24;Portugal Continental;Número estimado de episódios de urgência;15857.0;episódio urgência;2022-04-24/Portugal Continental/Número estimado de episódios de urgência
2022-04-24;ARS Alentejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);29.83212;minuto;2022-04-24/ARS Alentejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-24;ARS Lisboa e Vale do Tejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);108.8215;minuto;2022-04-24/ARS Lisboa e Vale do Tejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-24;ARS Algarve;Taxa diária de atendimentos urgentes com internamento;7.39726;%;2022-04-24/ARS Algarve/Taxa diária de episódios de urgência com internamento (%)
2022-04-24;Portugal Continental;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);70.70515;minuto;2022-04-24/Portugal Continental/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2022-04-24;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com internamento;8.110236;%;2022-04-24/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência com internamento (%)
2022-04-24;ARS Lisboa e Vale do Tejo;Número estimado de episódios de urgência;5660.0;episódio urgência;2022-04-24/ARS Lisboa e Vale do Tejo/Número estimado de episódios de urgência
2022-04-24;ARS Centro;Taxa diária de atendimentos urgentes com internamento;9.009708;%;2022-04-24/ARS Centro/Taxa diária de episódios de urgência com internamento (%)
